GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",5939,337,103,55,0,17,0,17,21,24,0,17,21,26,23,26,42,32,148,52,83,50,194,85,467,112,637,114,1154,221,1028,196,608,151,577,149,66,44,531,129,106,64,87,61,35,29,0,17,8,14
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",3076,350,30,34,0,12,0,12,0,12,0,12,28,32,0,12,76,49,62,57,22,33,49,45,53,54,142,98,62,41,155,95,735,168,225,129,54,40,578,132,289,155,405,150,111,95,0,12,0,12
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",3587,332,31,40,0,17,0,17,11,16,0,17,41,36,0,17,0,17,15,21,8,13,38,43,75,58,180,93,112,65,89,63,789,161,129,82,68,48,706,179,434,124,599,144,262,109,0,17,0,17
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",3385,295,127,88,0,17,0,17,0,17,15,22,9,14,50,43,112,99,63,70,49,49,114,73,184,100,139,80,119,72,83,59,814,216,153,82,129,80,665,150,156,100,283,123,88,73,33,37,0,17
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",1559,221,20,24,0,12,0,12,0,12,0,12,0,12,17,21,5,8,101,81,12,17,32,35,104,72,28,26,99,99,41,37,339,117,75,42,46,31,302,100,61,39,179,56,74,42,19,31,5,7
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",5070,564,146,62,0,17,0,17,12,18,12,19,135,116,12,18,135,117,98,82,103,78,246,132,301,130,213,129,180,123,146,96,1271,305,195,106,205,107,575,188,428,206,458,192,188,114,0,17,11,18
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",2849,362,186,122,0,12,12,26,82,98,84,70,25,38,0,12,42,31,96,65,31,36,191,91,135,63,202,126,103,68,155,90,680,208,169,121,64,55,351,162,107,70,115,65,1,2,13,21,5,10
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",2820,289,48,57,0,17,0,17,0,17,54,53,20,29,137,100,44,56,266,136,126,70,117,78,282,169,146,96,101,67,65,43,678,194,170,84,103,59,231,111,91,68,94,79,28,36,19,29,0,17
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",1801,150,45,38,0,12,0,12,0,12,29,48,27,32,9,15,51,57,78,69,38,36,11,16,139,95,140,55,186,93,48,44,554,158,50,42,37,34,123,66,26,28,153,167,34,42,0,12,23,35
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",2431,365,169,95,0,12,0,12,30,47,21,32,0,12,54,62,116,88,189,130,56,50,48,43,106,62,121,90,204,118,76,51,391,162,165,109,92,62,245,123,199,102,149,106,0,12,0,12,0,12
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",4136,383,43,51,0,17,0,17,0,17,0,17,12,21,0,17,0,17,12,19,31,48,61,69,51,48,166,109,111,98,70,65,922,255,350,154,103,67,780,226,641,185,518,175,265,124,0,17,0,17
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",740,103,3,6,0,12,7,11,0,12,4,9,20,23,14,18,3,6,57,58,14,21,21,22,27,30,40,42,8,13,66,39,156,82,58,49,14,16,42,32,64,53,122,75,0,12,0,12,0,12
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",2144,262,182,154,0,12,0,12,0,12,0,12,13,20,12,21,16,21,104,76,87,55,69,78,173,81,83,59,120,82,111,69,432,147,69,43,47,44,317,112,77,51,166,85,56,61,10,16,0,12
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",2143,276,124,72,0,12,0,12,0,12,38,42,29,34,85,73,34,32,87,81,18,21,25,30,84,95,196,100,161,80,63,45,407,184,277,143,44,38,237,105,76,51,120,71,38,36,0,12,0,12
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",172,119,26,32,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,90,65,14,22,14,24,17,20,11,19,0,12,0,12,0,12,0,12
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",753,114,107,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,5,7,23,23,66,53,0,12,0,12,84,56,51,56,77,49,150,62,66,37,47,39,57,58,12,10,0,12
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",3677,612,115,90,0,17,0,17,0,17,43,46,110,94,110,81,104,95,377,161,35,39,112,92,132,80,307,170,67,55,80,66,756,264,296,172,87,72,288,157,238,148,333,144,45,56,32,50,10,17
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",1045,233,48,76,0,12,0,12,0,12,0,12,0,12,10,16,19,28,0,12,8,12,10,11,46,41,87,62,21,33,17,21,291,94,26,25,44,32,194,79,36,39,150,70,29,27,9,15,0,12
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",3197,459,165,84,0,17,0,17,28,44,0,17,0,17,49,57,67,71,154,105,78,71,286,315,202,129,108,77,286,139,122,75,482,135,207,107,155,77,324,126,243,136,182,121,58,54,0,17,1,4
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",4594,553,197,119,0,17,0,17,22,36,0,17,0,17,0,17,11,17,32,37,173,98,105,87,125,84,237,147,435,181,191,121,790,292,323,156,129,91,710,257,381,247,575,248,145,108,13,22,0,17
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",3084,330,137,112,0,17,0,17,0,17,22,25,34,36,24,26,6,10,169,162,69,65,136,76,120,74,211,99,146,87,46,35,579,177,340,138,152,73,326,119,164,79,304,132,99,79,0,17,0,17
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",2933,398,135,69,0,12,0,12,26,38,50,59,9,16,0,12,3,7,61,59,124,90,159,94,224,106,258,130,76,57,87,58,723,262,122,73,150,76,333,127,152,97,213,98,28,44,0,12,0,12
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",1111,188,24,27,0,12,0,12,0,12,0,12,0,12,0,12,12,18,5,7,0,12,49,43,38,39,128,108,27,30,36,34,205,82,181,120,27,32,152,83,63,50,120,69,44,40,0,12,0,12
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",2425,353,242,128,0,12,0,12,0,12,35,36,56,49,69,71,9,15,152,138,55,56,56,40,85,56,128,75,129,71,150,79,539,184,116,80,133,71,228,109,87,56,115,70,41,47,0,12,0,12
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",2653,384,32,27,0,12,0,12,0,12,0,12,80,88,39,65,0,12,121,104,79,70,57,57,143,86,231,106,226,110,62,46,612,193,185,98,86,53,246,89,218,116,185,101,51,47,0,12,0,12
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",3200,475,198,91,0,17,0,17,0,17,0,17,82,68,91,88,15,28,386,178,24,34,197,114,105,82,146,75,192,121,107,115,738,236,60,58,44,42,410,147,204,103,146,80,46,44,9,15,0,17
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",3459,315,116,51,0,17,0,17,9,13,24,36,69,57,61,57,100,71,71,56,112,64,225,98,130,65,319,147,213,106,89,47,868,206,212,85,158,82,239,84,139,88,215,101,86,73,2,6,2,6
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",1355,211,88,69,0,12,0,12,0,12,14,18,44,56,0,12,18,20,53,45,53,68,88,58,66,54,110,78,39,28,36,27,334,96,36,28,61,59,198,81,35,27,36,31,40,36,0,12,6,9
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",1650,260,27,28,0,12,0,12,9,17,0,12,18,23,14,23,34,37,10,17,14,21,96,61,60,55,73,81,53,48,110,82,227,93,123,66,95,62,202,91,177,77,198,78,64,69,0,12,46,58
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",3787,409,173,75,0,17,0,17,0,17,77,65,57,41,10,19,26,29,345,225,17,26,111,90,235,133,239,124,197,149,106,68,790,244,244,148,96,92,633,163,96,66,269,151,7,13,59,59,0,17
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",1650,204,126,91,0,12,0,12,0,12,26,31,10,11,47,40,18,29,81,57,11,17,46,34,137,68,61,42,29,29,123,54,385,115,75,44,45,35,189,74,71,48,124,64,24,25,11,17,11,16
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",1647,242,77,65,0,12,0,12,0,12,51,75,31,53,33,44,50,48,40,59,28,36,112,102,32,40,37,54,29,34,40,31,417,146,49,36,80,53,208,93,58,41,164,80,72,43,39,38,0,12
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",765,200,38,26,0,12,0,12,0,12,0,12,7,12,0,12,17,22,0,12,14,21,27,25,77,71,6,8,22,21,14,15,267,148,58,42,23,28,52,32,35,31,94,47,14,15,0,12,0,12
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",2811,251,31,35,0,12,0,12,0,12,0,12,0,12,0,12,36,59,12,19,37,40,41,33,71,86,33,37,81,66,90,65,551,188,120,85,203,104,492,169,174,113,469,154,270,113,67,72,33,33
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",4135,416,327,230,0,17,0,17,21,41,0,17,68,88,11,19,80,85,115,112,29,51,74,90,296,158,227,129,307,146,251,137,952,268,180,112,186,103,362,179,260,131,217,114,154,93,0,17,18,31
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",3429,319,61,50,0,17,0,17,47,61,0,17,19,21,54,50,46,43,97,67,110,83,247,115,89,68,237,111,180,94,103,72,667,174,95,57,58,44,621,184,162,74,375,117,92,50,52,50,17,20
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",2503,404,51,46,0,12,0,12,25,41,11,18,61,64,23,36,0,12,25,43,37,47,52,42,46,32,0,12,90,65,44,38,795,247,102,97,56,48,304,123,258,107,496,246,27,32,0,12,0,12
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",3194,339,112,62,0,17,22,33,0,17,41,46,0,17,29,35,11,17,96,60,0,17,115,64,294,204,94,55,213,102,95,78,881,324,241,95,88,57,423,143,143,85,277,143,9,19,0,17,10,21
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",4326,575,209,168,0,17,0,17,0,17,82,99,137,125,80,90,0,17,624,335,16,26,248,160,140,89,244,179,312,154,80,73,1118,365,173,111,133,112,423,246,97,74,180,118,30,35,0,17,0,17
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",1960,260,83,95,0,12,0,12,0,12,0,12,16,24,36,36,65,57,17,26,8,13,14,21,150,101,63,47,67,62,32,39,470,141,202,102,67,45,297,172,192,93,156,81,25,29,0,12,0,12
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",4049,455,103,91,13,22,0,17,17,28,84,83,0,17,129,93,80,64,239,136,41,66,321,190,111,87,195,129,392,213,65,54,494,218,238,111,195,100,685,200,202,102,360,176,85,67,0,17,0,17
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",2685,318,94,58,0,12,0,12,27,32,15,23,9,14,0,12,45,50,147,92,0,12,112,79,126,68,167,91,153,85,162,87,582,204,142,60,78,48,410,157,98,66,282,125,33,33,3,6,0,12
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",1352,185,41,34,6,9,0,12,0,12,3,6,7,12,12,21,0,12,34,32,3,5,42,42,64,80,39,29,65,44,77,84,350,128,76,41,71,49,166,70,57,45,188,74,51,38,0,12,0,12
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",3479,423,177,105,0,17,0,17,0,17,63,88,54,53,120,101,11,17,18,21,88,97,46,33,199,125,86,80,152,83,213,117,805,206,140,71,50,41,376,174,168,80,442,151,224,106,47,45,0,17
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",2049,250,36,36,0,12,22,34,23,37,10,16,33,31,28,28,16,26,114,86,118,87,63,63,38,36,135,78,174,100,142,88,307,129,58,44,102,65,342,150,175,119,113,64,0,12,0,12,0,12
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",2592,294,124,77,0,12,0,12,0,12,0,12,43,65,0,12,0,12,49,56,11,16,72,56,39,34,26,34,92,69,78,57,606,195,173,105,43,33,437,129,297,134,383,129,107,89,0,12,12,21
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",2659,252,93,73,0,12,0,12,0,12,49,59,9,15,35,43,0,12,121,75,12,20,158,89,93,47,130,77,190,91,93,51,558,143,238,115,105,51,293,111,88,55,254,129,119,89,21,32,0,12
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",3519,503,161,81,0,17,0,17,0,17,14,23,17,28,9,15,138,98,286,239,25,36,75,53,195,105,105,66,112,70,146,81,801,215,179,100,44,42,413,150,281,92,336,131,173,98,0,17,9,15
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",1058,115,49,35,7,13,0,12,42,49,0,12,10,20,7,11,0,12,24,37,0,12,32,27,85,50,29,21,85,61,11,17,137,77,48,43,27,25,209,92,91,52,118,93,47,35,0,12,0,12
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",4002,505,400,266,0,17,0,17,0,17,85,93,14,23,14,22,82,85,199,149,0,17,332,230,128,86,74,69,142,94,142,117,974,267,156,101,101,70,445,182,216,113,463,186,35,40,0,17,0,17
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",3395,317,129,88,0,17,0,17,34,52,40,50,13,27,28,33,98,88,307,148,62,57,276,115,217,128,191,115,291,153,32,40,739,181,169,117,173,102,209,126,162,97,197,87,28,45,0,17,0,17
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",3189,365,165,79,0,17,0,17,0,17,0,17,59,47,0,17,15,24,200,141,121,101,223,124,151,120,143,135,217,125,87,59,598,219,286,188,68,61,497,223,119,110,198,112,22,25,20,33,0,17
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",1504,231,44,41,0,12,0,12,0,12,0,12,0,12,20,25,8,14,27,31,29,28,27,24,31,34,24,19,24,39,76,62,425,130,134,109,37,33,185,82,67,49,267,84,76,42,0,12,3,8
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",3383,431,128,82,0,17,0,17,35,48,0,17,102,78,25,24,146,125,131,132,82,59,143,77,200,97,85,62,129,81,175,77,720,158,166,76,234,134,365,121,105,64,326,124,69,49,0,17,17,19
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",2331,284,124,71,0,12,0,12,0,12,55,45,0,12,25,38,44,47,63,48,145,136,97,62,101,63,114,72,79,66,123,54,550,187,160,105,96,56,219,114,151,92,153,113,32,28,0,12,0,12
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",3675,438,172,99,0,17,0,17,0,17,190,111,27,40,69,60,156,84,294,272,53,54,157,106,131,80,160,93,186,123,98,55,679,181,153,79,228,109,433,156,284,120,155,113,34,32,0,17,16,26
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",1864,247,81,51,0,12,0,12,35,40,32,34,31,37,7,12,48,46,141,82,19,23,82,57,219,92,105,63,48,50,120,63,425,153,62,47,67,67,154,94,44,34,120,78,24,30,0,12,0,12
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",2276,371,114,80,0,12,0,12,0,12,6,10,17,27,23,31,7,11,48,43,84,64,54,58,45,38,111,72,73,60,94,68,481,175,158,124,62,45,434,179,102,62,220,112,65,65,78,72,0,12
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",3207,426,73,55,0,17,0,17,28,45,31,50,21,32,15,24,22,32,257,145,62,54,101,80,110,75,172,89,188,118,133,77,532,145,165,71,156,90,443,125,207,109,397,133,94,53,0,17,0,17
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",3982,415,67,47,25,28,0,17,0,17,0,17,34,46,20,30,0,17,74,78,42,28,244,111,166,103,224,77,414,162,226,143,822,231,248,92,104,69,505,130,390,135,276,103,82,52,19,22,0,17
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",1558,268,33,28,0,12,0,12,0,12,13,18,15,18,6,11,15,23,80,67,18,16,65,38,64,54,84,48,20,27,31,27,273,95,70,40,44,33,277,121,145,65,220,97,63,40,10,17,12,17
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",3213,340,90,67,0,12,0,12,6,9,0,12,45,67,22,37,8,13,35,35,18,22,10,16,34,34,89,54,104,76,41,31,875,240,230,105,82,43,523,146,157,91,658,208,150,74,36,46,0,12
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",92,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,48,0,12,29,45,21,26,0,12,12,19,0,12,0,12,0,12
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",2485,318,25,27,0,12,0,12,0,12,13,21,25,29,95,71,0,12,131,67,0,12,132,81,81,58,161,94,231,97,26,37,473,135,217,102,120,66,228,81,299,124,181,99,39,35,8,12,0,12
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",864,113,11,14,0,12,0,12,0,12,0,12,5,9,0,12,0,12,35,35,0,12,16,23,110,59,54,48,36,28,20,22,147,67,85,71,58,47,91,48,71,45,117,74,8,12,0,12,0,12
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",2834,301,0,17,0,17,0,17,29,46,0,17,15,24,0,17,10,15,0,17,64,100,41,48,112,81,49,40,9,13,91,52,856,157,44,32,189,68,368,112,141,73,540,138,151,67,41,30,84,116
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",3259,331,212,90,0,17,6,10,0,17,26,40,10,16,61,47,41,51,114,78,21,23,197,89,69,58,357,143,238,131,189,100,637,167,171,100,148,94,263,101,187,105,230,85,71,55,11,17,0,17
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",1570,203,94,77,0,12,0,12,11,17,11,18,35,40,10,17,16,20,74,51,60,58,88,58,94,53,43,32,63,41,81,45,310,123,76,46,85,53,144,64,83,51,122,55,50,32,9,15,11,15
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",752,117,51,35,0,12,0,12,0,12,0,12,16,25,30,28,0,12,40,43,0,12,56,46,24,32,46,41,6,19,43,36,231,61,12,20,0,12,47,30,38,30,109,57,3,6,0,12,0,12
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",2130,259,174,95,0,12,0,12,0,12,9,14,27,42,0,12,63,72,17,27,32,36,47,44,75,48,138,82,120,76,105,69,463,150,117,87,62,47,271,96,113,54,215,96,32,30,10,17,40,41
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",2168,307,172,163,0,12,0,12,0,12,15,28,11,16,29,46,26,41,50,48,51,45,103,51,46,45,96,93,70,50,32,32,566,183,109,81,27,30,351,127,91,54,249,101,65,52,0,12,9,13
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",1371,213,56,38,0,12,0,12,0,12,39,29,21,25,29,38,0,12,81,68,82,66,59,40,50,35,5,8,69,39,30,24,297,174,89,60,68,42,197,82,63,44,126,86,10,9,0,12,0,12
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",1939,245,75,57,0,12,0,12,0,12,0,12,12,20,29,37,36,49,150,102,8,12,41,36,68,53,134,78,164,73,140,75,407,129,94,64,86,61,242,110,137,75,52,41,64,56,0,12,0,12
1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",860,121,27,34,0,12,0,12,0,12,0,12,7,10,0,12,21,33,0,12,0,12,88,81,13,21,8,13,50,42,26,27,262,119,41,45,13,16,84,33,27,19,89,58,71,48,21,22,12,17
1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",2851,343,120,77,0,17,0,17,14,19,15,22,0,17,53,53,21,23,115,81,60,44,210,123,129,81,110,58,179,92,208,113,487,138,180,84,33,32,361,124,344,126,96,59,105,60,0,17,11,18
1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",5306,450,63,56,0,17,0,17,0,17,0,17,164,142,16,26,95,76,49,56,26,40,61,70,33,55,0,17,177,124,163,107,1283,288,166,111,386,160,880,274,557,216,747,228,257,113,160,104,23,37
1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",4172,582,89,61,0,17,0,17,0,17,68,67,46,55,83,92,64,88,437,487,122,110,118,127,128,114,99,82,426,246,86,61,927,235,355,143,155,101,413,244,148,130,346,166,41,47,10,16,11,16
1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",2085,239,68,46,0,12,0,12,0,12,30,36,43,48,13,21,47,43,90,59,24,27,67,48,63,42,58,42,134,78,31,37,413,152,111,61,64,48,383,152,109,71,233,96,86,64,0,12,18,29
1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",2280,332,8,13,0,12,0,12,0,12,0,12,0,12,0,12,10,15,27,42,21,32,73,62,16,23,70,77,0,12,73,91,796,173,118,67,150,107,295,107,35,29,315,162,253,136,0,12,20,31
1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",2214,230,5,8,0,12,0,12,0,12,38,45,46,51,20,23,28,45,35,42,0,12,111,72,79,54,107,63,177,103,62,44,635,162,93,54,59,46,297,95,91,60,251,106,67,49,13,19,0,12
1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",465,124,18,18,0,12,0,12,11,17,0,12,11,13,29,35,15,18,24,21,0,12,4,6,0,12,25,23,33,22,34,48,118,73,0,12,0,12,104,50,13,16,10,16,4,7,12,20,0,12
1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",3142,375,76,71,0,17,0,17,29,45,0,17,80,79,26,29,0,17,38,43,27,31,117,74,89,73,94,71,148,87,209,117,923,199,222,112,211,109,469,193,161,103,105,81,118,78,0,17,0,17
1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",3049,286,105,60,0,17,0,17,0,17,7,14,14,27,25,33,58,53,64,84,13,13,137,93,232,129,182,88,196,97,187,92,675,168,209,107,155,87,440,129,118,79,194,120,38,38,0,17,0,17
1400000US36005014701,36005014701,"Census Tract 147.01, Bronx County, New York",3774,615,135,93,0,17,0,17,0,17,0,17,69,97,0,17,125,138,23,36,137,113,219,137,158,88,66,82,125,98,248,215,1000,242,279,173,117,83,637,252,196,126,240,137,0,17,0,17,0,17
1400000US36005014702,36005014702,"Census Tract 147.02, Bronx County, New York",2564,322,204,127,0,17,0,17,0,17,0,17,13,23,0,17,43,47,23,38,121,85,76,49,201,116,138,89,209,116,266,174,473,177,198,115,112,75,324,161,75,67,74,55,14,25,0,17,0,17
1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",2587,324,193,109,0,12,0,12,23,31,22,35,18,29,0,12,23,36,35,32,82,68,21,24,84,63,122,72,190,112,59,54,671,173,156,65,148,85,324,142,165,123,190,94,51,46,0,12,10,16
1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",3514,359,188,106,0,17,0,17,0,17,61,54,11,19,43,39,31,25,167,146,27,41,89,56,108,75,254,104,262,108,69,41,708,191,132,85,102,72,666,154,268,120,195,90,125,72,8,12,0,17
1400000US36005015200,36005015200,"Census Tract 152, Bronx County, New York",1864,205,53,42,0,12,0,12,0,12,51,51,42,40,0,12,10,11,14,23,0,12,33,25,65,43,33,31,48,42,19,16,412,131,58,48,54,37,416,148,140,58,247,77,150,65,19,25,0,12
1400000US36005015300,36005015300,"Census Tract 153, Bronx County, New York",2165,213,92,86,0,12,0,12,0,12,9,13,42,47,28,43,11,16,56,56,31,33,18,29,135,100,105,69,208,94,41,35,376,168,153,93,112,67,220,130,152,95,335,161,41,37,0,12,0,12
1400000US36005015500,36005015500,"Census Tract 155, Bronx County, New York",1901,213,87,60,0,12,0,12,9,16,14,21,0,12,41,36,26,25,177,148,53,41,187,99,58,52,60,38,145,89,51,48,391,119,34,35,55,37,242,74,78,58,124,69,69,63,0,12,0,12
1400000US36005015700,36005015700,"Census Tract 157, Bronx County, New York",1768,315,45,40,0,12,0,12,0,12,0,12,0,12,11,17,52,59,23,65,43,46,23,26,86,64,107,69,208,103,32,37,427,181,155,90,94,65,248,114,8,13,114,71,83,69,9,23,0,12
1400000US36005015800,36005015800,"Census Tract 158, Bronx County, New York",901,132,21,23,0,12,0,12,9,15,0,12,13,20,3,6,22,33,22,27,1,3,20,41,0,12,18,22,57,40,49,38,260,96,23,21,39,32,137,113,26,24,143,66,14,15,0,12,24,36
1400000US36005015900,36005015900,"Census Tract 159, Bronx County, New York",1275,262,26,27,0,12,0,12,23,28,0,12,62,71,37,45,34,31,48,45,30,43,64,48,23,23,128,66,275,162,41,43,205,112,25,22,20,30,65,43,41,48,14,23,68,67,46,68,0,12
1400000US36005016000,36005016000,"Census Tract 160, Bronx County, New York",3214,516,163,155,0,12,0,12,0,12,0,12,34,57,26,46,0,12,0,12,0,12,23,24,0,12,99,102,29,23,92,81,669,218,239,141,145,125,222,128,376,199,645,340,356,175,70,65,26,42
